answer,answer_sentence,question,question_entity_label,question_id,question_relation
Locarno,John Crew died in Locarno,Where did john carew eccles die?,John Eccles,77307,P20
East Kilbride,John Brown Hamilton died in the suburan Scotland town of East Kilbride.,in what suburban town in Scotland did john brown hamilton die,John Brown Hamilton,77322,P20
Beverly Hills,Harry E. Eddington passed away in Beverly Hills.,where did harry e. eddington  pass away,Harry E. Edington,77333,P20
Afghanistan,Habibullah died in Afghanistan.,In what country did habibullah pass away?,Habibullah,77336,P20
Madrid,Alfonso Rojas died in Madrid.,where in spain did alfonso rojas die,Alfonso Rojas,77338,P20
Elkton,"John Thomson Mason, Jr. Died in Elkton Maryland.","Where in maryland did john thomson mason, jr. die","John Thomson Mason, Jr.",77343,P20
Buenos Aires,Virtu Maragno died in Beuno Aires.,where did virtu maragno die?,Virtú Maragno,77352,P20
London,John hunter (surgeon) died in London.,where did john hunter (surgeon) die,John Hunter,77353,P20
Santiago,Hipolito de Villegas died in Santiago.,Where did hipólito de villegas die\\,Hipólito de Villegas,77387,P20
East Cowes,"W. G. Grace, Jr. died in East Cowes.",where did w. g. grace junior pass away?,"W. G. Grace, Jr.",77388,P20
Natchez,John Edward Gunn died in Natchez.,where did john edward gunn become deceased,John Edward Gunn,77405,P20
Paris,Id Jacques Fath died in Paris.,Where id jacques fath perish,Jacques Fath,77417,P20
Delhi,Maulana Azad died in Delhi.,where did maulana azad pass away,Abul Kalam Azad,77427,P20
J. Moss,J. moss is a musician born in detroit.,who is a musician born in detroit,Detroit,77428,R19
Alson S. Clark,I name Alson S. Clark,Name a person born in chicago.,Chicago,77429,R19
Jerzy Kamas,Jerzy Kamas was born in Iodz.,What actor was born in lodz,Łódź,77430,R19
Eve Gordon,Eve Gordon was born in Pittsburgh.,who was born in pittsburgh,Pittsburgh,77431,R19
Hanin Elias,Hanin Elias born in Wittlich.,Who is someone born in wittlich,Wittlich,77434,R19
Jordan Cronenweth,Jordan Cronenweth is a famous cinematographer born in Los Angeles.,Which famous cinematographer was born in los angeles?,Los Angeles,77437,R19
Eva von der Osten,Eva Von Der Osten is a person that was born in Heligoland.,who is  a person that was born in  heligoland,Helgoland,77438,R19
Akira Nishimura,Akira Nishimura was born in Osaka,what musician was born in osaka,Ōsaka,77439,R19
Marjorie Fowler,The TV and film editor Marjorie Fowler was born in Los Angeles.,Which tv and film editors were born in los angeles,Los Angeles,77455,R19
Peter O'Leary,Peter O'Leary is a referee for football who was born in Wellington.,who is a football referee born in wellington,Wellington,77458,R19
Alex Vincent Medina,Alex Vincent Medina was the notable person from Manila,What is the name of a notable person for manila,Manila,77461,R19
Kip Hanrahan,Kip Hanrahan was born in the Bronx.,Who is one person born in the bronx?,The Bronx,77463,R19
Nanos Valaoritis,Nanos Valaoritis is a known person born in Lausanne.,who is a known person born in  lausanne,Lausanne,77474,R19
Birdman,The nickname of a rapper from new orleans is Birdman,what is the nickname of a rapper from new orleans,New Orleans,77475,R19
Frank Henry Algernon Mason,Frank Henry Algernon Mason was born in Seaton Carew.,Who are some people born in seaton carew,Seaton Carew,77478,R19
Bruno Cheyrou,Bruno Cheyrou is a French soccer player born in Suresnes.,who is a french soccer player born in suresnes,Suresnes,77484,R19
Andrew Jackson Barchfeld,Andrew Jackson Barchfeld is a republican member of the U.S. House of Representatives from Pittsburgh.,who is a Republican member of the U.S. House of Representatives from pittsburgh,Pittsburgh,77487,R19
John Brough,John Brough is a center back that was born in Ilkeston.,Who is a center back born is ilkeston,Ilkeston,77488,R19
Gianluigi Calderone,gianluigi calderonewas born in genoa,which director and screenwriter was born i ngenoa,Genoa,77498,R19
Estelle Asmodelle,"Transgendered person, Estelle Asmodelle is from Bowral, New South Wales.","who is the transgendered person from bowral, new south wales",Bowral,77499,R19
James Crutchfield,"James Crutchfield is from Baton Rouge, Louisiana.","this person is from baton rouge, louisiana.",Baton Rouge,77501,R19
H. Allen Brooks,H. Allen Brooks is from New Haven.,who is an author from new haven?,New Haven,77503,R19
Ernesto Geisel,Ernesto Geisel was born in bento gonçalves.,Who's a politician born in bento gonçalves,Bento Gonçalves,77508,R19
Alexander Tubelsky,Alexander Tubelesky is from. Moscow.,Who is someone from moscow,Moscow,77511,R19
Joe McCabe,Joe McCabe was a notable person from Indianapolis.,Who was a notable person from indianapolis,Indianapolis,77513,R19
Elizabeth Thompson,Elizabeth Thompson is a female painter born in Lausanne.,Who's a female painter born in lausanne,Lausanne,77517,R19
Hartfrid Wolff,Hartfrid Wolff was born in Basel.,Who was basel born,Basel,77522,R19
Rhoda Griffis,Rhoda Griffis was born in Raleigh.,raleigh is the place of birth for whom? ,Raleigh,77529,R19
Jeff Dugan,Jeff Dugan is from Pittsburgh.,Who is from pittsburgh,Pittsburgh,77533,R19
Katharina Fritsch,Katharina Fritsch was born in Essen.,Name a woman born in essen,Essen,77535,R19
Michael Campion,Michael Campion was born on Hong Kong island.,Who was born on hong kong island?,Hong Kong Island,77544,R19
Sibel Edmonds,Sibel Edmonds is the fbi translator born in Iran.,who is the fbi translator born in iran?,Iran,77547,R19
Irving Romaine,Irving Romaine is a cricketer born in Bermuda.,Name a cricketer born in bermuda,Bermuda,77551,R19
Jan Janssen,"Jan Janssen is a former hockey player born in chicago heights, Illinois.","what former hockey player was born in chicago heights, illinois",Chicago Heights,77552,R19
Lorenzo Povegliano,Lorenzo Povegliano is from Palmanova.,what Italian hammer is from palmanova,Palmanova,77557,R19
John G. Mitchell,"John G. Mitchell, a lawyer, was born in Piqua, Ohio.","Who's a lawyer born in piqua, ohio",Piqua,77559,R19
Mary II of England,The famous Mary II of England was born in st james palace,which famous woman was born in st jamess palace?,St James's Palace,77568,R19
Milutin Trnavac,Milutin Trnavac is a footballer who was born in the serbian city of Kraljevo.,which footballer was born in the serbian city of kraljevo,Kraljevo,77573,R19
Kole Čašule,Kole Casule is a politician from Prilep.,who is a politician from prilep?,Prilep,77578,R19
Rodney Shelton Foss,Rodney Shelton Foss is a navy officer that was born in Monticello.,Who's a navy officer born in monticello,Monticello,77579,R19
Frederick Judd Waugh,Frederick Judd Waugh is from Bordentown.,which artist is from bordentown?,Bordentown,77583,R19
Kevin O'Brien,Kevin O'Brien is a clergyman born in El Paso.,Who's a clergyman born in el paso,El Paso,77594,R19
Michael Turner,"Comic book artist MIchael Turner was born in Crossville, Tennessee.","Who's a comic book artist born in crossville, tennessee",Crossville,77602,R19
Henry Cowell,Henry Cowell is a man born in menlo park.,who is a man born in menlo park,Menlo Park,77603,R19
Vandolph,Vandolph is born in Manila.,Who's an actor born in manila,Manila,77605,R19
Lyle Adams,Football player Lyle Adams was born in Kingston.,Who's a footballer born in kingston,Kingston,77607,R19
Mark Humphrey,Mark Humphrey is the designer born in England,Who is a designer born in england?,England,77627,R19
Mickaël Ménétrier,Mickael Menetrier is a goalkeeper born in reims,Who's a goalkeeper born in reims,Reims,77628,R19
Silver Tree,"Silver Tree was born in Petaluma, California.","Name someone born in petaluma, california",Petaluma,77638,R19
Mani Haghighi,Mani Haghighi was a notable figure from Tehran.,Who is a notable figure that is from tehran,Tehran,77641,R19
Peter Galison,Peter Galison is a professor who was born in New York City.,Who's a professor born in new york city,New York City,77653,R19
Ryan Webb,Ryan Webb was born in clearwater,who was birthed in clearwater,Clearwater,77654,R19
Sandra Maren Schneider,Bergisch gladbach is the birth place of Sandra Maren Schneider,Who's an actress born in bergisch gladbach,Bergisch Gladbach,77662,R19
Alan Lee,Alan Lee was born in Galway,Name somebody born in galway,Galway,77668,R19
Andrey Makarevich,Andrey Makarevich was born in Moscow.,who has a place of birth in moscow,Moscow,77674,R19
Jonathan Stark,Jonathan Stark is a tennis player from Medford.,what tennis player is from medford,Medford,77683,R19
Pyotr Vasilevsky,Pyotr Vasilevsky is an individual bron in Minsk.,who are individuals born in minsk,Minsk,77688,R19
Alfred Tacke,Alfred Tacke's life began in celle.,whose life began in celle,Celle,77697,R19
Mercedes de Acosta,"Mercedes de Acosta is an female poet, playwright, and novelist born in New York City.","who is an female poet, playwright, and novelist born in new york city",New York City,77701,R19
Raymond Leppard,Raymond Leppard is the British conductor born in London.,who is the british conductor born in london,London,77718,R19
Jeff Woodland,Jeff Woodland is a professional golfer born in papua.,who is a professional golfer born in papua,Papua,77734,R19
Jussi Chydenius,Jussi Chydenius is a famous singer born in Helsinki.,Name a famous singer born in helsinki.,Helsinki,77736,R19
Mahathir Mohamad,Mahathir Mohamad is a famous Malaysian politician from Alor Setar.,Who is a famous Malaysian politician from alor setar?,Alor Setar,77740,R19
José Luis Gioia,what comedians where born in mar del plata,Who's a comedian born in mar del plata,Mar del Plata,77751,R19
Christian Casimir Brittinger,Christian Casimir Brittinger is a botanist born in Friedberg.,Who's a botanist born in friedberg,Friedberg,77759,R19
Mildred Benson,Mildred Benson is an American journalist born in Ladora.,name an american journalist born in ladora ,Ladora,77767,R19
Jeremy Cain,"Football player Jeremy Cain was born in Boynton Beach, Florida.","Name a football player born in boynton beach, florida.",Boynton Beach,77774,R19
Wadih el-Hage,The former Al Qaeda member was born in Wadih el-Hage,Who is a former Al Qaeda member born in sidon?,Sidon,77786,R19
Shirley Prestia,New Orleans was born in Shirley Prestia.,what louisiana city was  new orleans born in,New Orleans,77789,R19
Johann Caspar Goethe,Johann Caspar Goethe was born in Frankfurt.,what person was born in frankfurt?,Frankfurt am Main,77794,R19
Samuel Jackman Prescod,Samuel Jackman Prescod is a significant figure from Barbados.,Who was a significant figure from barbados,Barbados,77795,R19
Lord Kanjeng Baginda Atep Bin Lord Dari Segala Lord Baginda Kanjeng Bendtner,Lord Kanjeng Baginda Atep Bin Lord Dari Segala Lord Baginda Kanjeng Bendtner was born in cianjur.,was atep rizal or beyonce knowles born in cianjur,Cianjur,77805,R19
Larry McCray,Guitarist Larryl McCray was born in Magnolia.,Who is a guitarist born in magnolia?,Magnolia,77807,R19
Jean Dubuc,Jean Dubuc was a pitcher for the Reds from St. Johnsbury.,who was a pitcher for the reds and from st. johnsbury,St. Johnsbury,77808,R19
Keith Cieplicki,Keith Cieplicki is a former women's basketball coach from Burlington.,Name a former women's basketball coach born in burlington,Burlington,77814,R19
Tyler Johnson,Tyler Johnson is known for being born in Columbia.,what person is known for being born in  columbia,Columbia,77836,R19
Haim Aviv,Scientist Haim Aviv was born in Romania.,Who was the scientist born in romania?,Romania,77850,R19
Suddha Dibyaratana,Princess Suddha Dibyaratana was born in the Grand Palace.,Who's a princess born in the grand palace,Grand Palace,77876,R19
Solayman Haïm,Solayman Haim was born in tehran,which person was boring in tehran,Tehran,77877,R19
Manuel Allendesalazar y Muñoz de Salazar,Manuel Allendesalazar y Muñoz de Salazar were famous politicians who were born in guernica (town),which famous politician was born in guernica (town),Gernika,77891,R19
Sandrine Bailly,Sandrine Bailly is a biathlete born in Belley.,who is a biathlete born in belley,Belley,77893,R19
Wayne Gardner,Wayne Gardner is a motorcycle racer born in Wollongong.,Who's a motorcycle racer born in wollongong,Wollongong,77899,R19
Kim Cloutier,Kim Cloutier is from montreal,who is from montreal?,Montreal,77904,R19
A.R. Johnson,A.R. Johnson is from Dadeville.,which politician is from dadeville?,Dadeville,77910,R19
Suren Arakelov,Kharkiv was born in Suren Arakelov.,Where was kharkiv born?,Kharkiv,77924,R19
Jimmy Shevlin,"Jimmy Shevlin is the first baseman in MLB from Cincinnatti, Ohio","Name the first baseman in MLB from cincinnati, ohio.",Cincinnati,77944,R19
Worrell Sterling,Worrell Sterling is born in bethnal green.,who as born in  bethnal green,Bethnal Green,77953,R19
Lluís Domènech i Montaner,Lluis Domenech i Montaner is an architect originally from Barcelona.,what architect is originally from barcelona,Barcelona,77962,R19
Louis Cartier,Louis Cartier is a watchmaker in Paris.,Name a watchmaker born in paris.,Paris,77969,R19
Stefanie Powers,Stefanie Powers was an actress in hollywood,What actresses were in hollywood?,Hollywood,77976,R19
Oscar Echeverry,"Oscar Echeverry was born in Cali, Columbia",where in colombia was cali born?,Cali,77985,R19
Sergio Sollima,Film director Sergio Sollima was born in Rome.,who is a film director born in rome,Rome,78008,R19
Henry Weale,Shotton was born in Henry Weale.,where was shotton born,Shotton,78009,R19
John Kerr Hendrick,John Kerr Hendrick is a US Representative born in Caswell County.,Name a US Representative born in caswell county,Caswell County,78016,R19
Bruce Bastian,"Bruce Bastian was born in Twin Falls, Idaho.","Where was twin falls, idaho born",Twin Falls,78023,R19
Raul de Souza,Rual de Souza was born in Rio de Janeiro,Who's a trombonist born in rio de janeiro,Rio de Janeiro,78038,R19
Irvine Bulloch,"Irvine Bulloch was a Confederate officer born in Roswell, Georgia.","who was a confederate officer born in roswell, georgia",Roswell,78044,R19
Andrey Ladynin,Andrey Ladynin is a famous person born in Moscow.,Who famous is born in moscow,Moscow,78052,R19
Gary Trauner,Gary Trauner was born in Scarsdale.,what person is born in scarsdale?,Scarsdale,78057,R19
Woodrow W. Keeble,Woodrow W. Keeble was born in Waubay and served in WWII and the Korean War.,who born in waubay and served in WWII and the korean war,Waubay,78069,R19
Libby Purves,British radio presenter Libby Purves was born in London.,name a british radio presenter born in london,London,78072,R19
Juan Samuel,Juan Samuel is a second baseman born in San Pedro de Macorís.,Who's a second baseman born in san pedro de macorís,San Pedro de Macorís,78089,R19
