,Index,UID1,Ques1,Ans1,UID2,Ques2,Ans2
965,965,1353,Which territory is the origin of association football ?,England,37339,Which system operates railroad ?,rail transport
966,966,1651,What originates at Kingdom of the Netherlands ?,Frank & Mirella,38610,Which aircraft class manages T-33 Shooting Star ?,T-33 in Bolivian service
967,967,2121,Where did Pallieter originate ?,Belgium,2235,Which day is the feast day of Paul ?,January 25
968,968,7598,Which collectable originated in Berlin ?,The Forty Days of Musa Dagh,21280,Who has Argentina as their principal feast day ?,Joseph Cafasso
969,969,18162,Where did Teenage Mutant Ninja Turtles (1987 TV series) (season 7) originate ?,United States of America,1127,What was edited by Communist Party of Germany ?,Tribüne
970,970,27392,Which literary genre has Czechoslovakia as its place of origin ?,Glorious Nemesis,18159,Which magazine genre did John R. Milton edit ?,South Dakota Review
971,971,30561,Where did Rebel with a Camera originate ?,Canada,18814,Who served as an editor of Mortality in an International Perspective ?,Marc Luy
972,972,48778,Where did Guns N’ Roses originate ?,United States of America,3914,Which person contributed to Skippy ?,Don Bluth
973,973,54651,Where did Lala Pipo originate ?,Japan,7773,Which literary genre is František Řehoř a contributor of ?,Ottův slovník naučný
974,974,92,Which male person was the parent of Princess Wilhelmina of Hesse-Kassel ?,Maximilian of Hesse-Kassel,15043,Who assisted Friar Tuck ?,Milt Kahl
975,975,138,Who is the offspring of George von Alfthan ?,Kristian von Alfthan,34754,Which person has António Guterres as its contributor ?,Angelina Jolie
976,976,160,Which male abstract being has a child named Marge Simpson ?,Clancy Bouvier,48263,What did António Guterres contribute to ?,Angelina Jolie
977,977,372,Who was the dad of Vladimir Anatolievič Barjatinskij ?,Anatolij Ivanovič Barjatinskij,53613,Which person had Le Monde as an assistant ?,Mokeït
978,978,376,"Who was the father of Princess Alexandra, 2nd Duchess of Fife ?","Alexander Duff, 1st Duke of Fife",64124,Which person served as a contributor to Moniek Toebosch ?,Michel Waisvisz
979,979,659,Who has Prince de Soissons as a father ?,Loup of Soissons,8765,Which watercourse does Kyll drain into ?,Moselle
980,980,886,Which person has Pedro Ferriz Santacruz as father ?,Pedro Ferriz de Con,16954,Which waterway does Seine flow into ?,English Channel
981,981,2608,Which abstract being has Mr. Burns as dad ?,Larry Burns,23391,Where does the drainage of Seine end ?,English Channel
982,982,56269,Which person has William C. deMille as dad ?,Agnes de Mille,1404,Which name is equal to Máté ?,Máté
983,983,2,Who is the spouse of Hideki Yukawa ?,Sumi Yukawa,3615,Which name is indistinguishable from Pierre ?,Pierre
984,984,167,Which person is the life partner of Phyllis Calvert ?,Peter Murray-Hill,8112,Which name is identical to Mel ?,Mel
985,985,190,Which person has Carl Linnaeus as spouse ?,Sara Elisabeth Moræa,14438,Which name is same as Klaus ?,Klaus
986,986,321,Who is married to María Rosa Lida de Malkiel ?,Yakov Malkiel,16337,Which name matches Rosario ?,Rosario
987,987,19375,Which person is married to Alix of France ?,"Theobald V, Count of Blois",12,Which programming tool is Zumba Kids powered by ?,Unreal Engine
988,988,33783,Which person has Anna Kotchneva as spouse ?,Valeri Liukin,1935,Which application has Sensible Soccer as its software engine ?,Cannon Fodder
989,989,48571,Which person has Julie as spouse ?,Gérard Leclerc,2879,Which application does Nintendo DS power ?,Ben 10: Omniverse
990,990,112,Which academy of sciences had Ernesto Pascal as its member ?,Accademia Nazionale delle Scienze detta dei XL,5074,Which application uses Sensible Soccer software engine ?,Cannon Fodder
991,991,134,What was Tony James a member of ?,Sigue Sigue Sputnik,11068,Which product is the software engine employed by Elvira II: The Jaws of Cerberus ?,AberMUD
992,992,1130,Which person is a part of Communist Party of Germany ?,Rudolf Hellmann,17014,Which application is used by Tourist Trophy ?,Gran Turismo 4
993,993,1872,Which profession is a member of Roman Catholic Church ?,almoner of the Order of Saint Lazarus,43734,Which application is Xbox 360 the software engine of ?,Ben 10: Omniverse
994,994,5559,Which person has a membership of Republican Party ?,Victor Murdock,61517,Which programming tool powers Dead Block ?,Unreal Engine
995,995,86,Which person is namesake of British Army ?,Elizabeth II,61600,Which application powers Pokémon GO ?,Unity
996,996,170,Which astronomical object type has London as its toponym ?,8837 London,3851,Which sports club contests in 2015-16 Cyprus Volleyball Division 1 ?,Anagennisi Deryneia VC (men)
997,997,236,Which person is the origin of Lycée Louis-le-Grand ?,Louis XIV of France,4867,Which baseball league does Boston Red Sox participate in ?,Major League Baseball
998,998,277,Which release is White Line Fever named after ?,White Line Fever,6575,What does Cincinnati Reds play in ?,Major League Baseball
999,999,633,Which identifier is the etymology of Russia ?,Rus,7943,Which geographical object plays in Campeonato Brasileiro Série A ?,CR Vasco da Gama
1000,1000,825,Which organization comes from Bande à part ?,A Band Apart,9076,Which sports league does VfB Lübeck contest in ?,Fußball-Regionalliga Nord
1001,1001,1728,Which cultural movement is named after Brussels ?,COBRA,3191,Which person is affiliated to Harvard University ?,Misha Teplitskiy
1002,1002,1779,Which road is the eponym of Brazil ?,avenida de Brasil,19044,Which social group has affliliation with Green League ?,Viite
1003,1003,2651,Which street is named after tailor ?,Skräddargränd,25898,Which university is the affliation of Christopher James Sampson ?,University of Nottingham
1004,1004,31028,"What is Order of Saint Anna, 4th class named after ?",Saint Anne,39221,Which division is Lee Hyun affiliated to ?,Big Hit Entertainment
1005,1005,40858,Which fictional humanoid is Kyiv named after ?,Kyi,10599,Which person has its archives at Yale University ?,"William Sloane Coffin, Sr."
1006,1006,48755,Which terrain comes from Pierre Jean Édouard Desor ?,Mount Desor,14944,Which university holds the archives of Mary Roberts Rinehart ?,University of Pittsburgh
1007,1007,63957,Which road has Kyiv as its namesake ?,Kyivska Street,24834,Where is the archive of August von Bechmann located ?,Bavarian State Library
1008,1008,396,Which person is in Sharpay's Fabulous Adventure ?,Ashley Tisdale,48354,Which person has archives located at New York University ?,Elizabeth Robins
1009,1009,1234,What is the name of work of art starring Luisa Corna ?,Nirvana,16103,Which taxon is a basionym of leek ?,Allium porrum
1010,1010,3321,Which work of art has Eric Sheffer Stevens in its star cast ?,Silent House,15444,What is administered by Paris ?,museums of the city of Paris
1011,1011,3577,Which film genre has Lucille Ricksen as actor ?,The Denial,18242,Which social group is maintained by Paris ?,museums of the city of Paris
1012,1012,9926,Which person starred in Willing to Kill: The Texas Cheerleader Story ?,Lesley Ann Warren,28924,Which authority organ was responsible for maintaining Highway M01 ?,State road Agency of Ukraine
1013,1013,13743,Which person was casted in Lekar Hum Deewana Dil ?,Armaan Jain,52318,Who was the custodian of prefectural road ?,city designated by government ordinance
1014,1014,52491,Which film genre does Walter Jones star in ?,Easy to Get,5047,Which television program has its story in Stargate ?,Stargate Infinity
1015,1015,627,Which work has England as its main topic ?,Beauties of England and Wales,6243,Which television program builds up Stargate ?,Stargate Infinity
1016,1016,1753,Which collectable was primarily based on piano ?,The Piano: An Encyclopedia,15118,Which television program is set in Stargate ?,Stargate Infinity
1017,1017,2440,What was the main subject of The Rage: Carrie 2 's work ?,virginity,16585,Which application is handled by Xbox 360 as the operating system ?,Unity
1018,1018,2713,Which literary genre is organist a main subject of ?,Biographical Dictionary of the Organ,49088,Which free software handles KOffice ?,Haiku
1019,1019,4224,Which work of art was mainly based on Marcus Aurelius Antoninus ?,equestrian statue of Marcus Aurelius,2602,Whose drafting is Cincinnati Reds of ?,Chris Valaika
1020,1020,9667,What topic was discussed in war film ?,war,301,Which television program is presented by Todd Sampson ?,The Gruen Transfer
1021,1021,10150,What was The Eye of the Storm mainly about ?,dysfunctional family,5773,Who was the anchor of Eurovision Song Contest 1980 ?,Marlous Fluitsma
1022,1022,46329,Which magazine genre has East Germany as its principal topic ?,Gerbergasse 18,10380,Which recurring event has Gerry Ryan as its host ?,Eurovision Song Contest 1994
1023,1023,365,Which person has Guernsey as its head of government ?,Jonathan Le Tocq,16387,Which television program has Janina Ramirez as the anchor ?,Chivalry and Betrayal: The Hundred Years' War
1024,1024,478,Which administrative territory has a government lead by Enrique Peña Nieto ?,Mexico,522,What was used to input Shūjin e no Pert-em-Hru ?,computer keyboard
1025,1025,961,Which person is the head of government of Bratislava ?,Ivo Nesrovnal,52181,What was the means of input for Batman ?,computer keyboard
1026,1026,1090,Which person is Piles the head of goverment of ?,David Morant Ciscar,7594,Which person is the CEO of Warner Music Group ?,Stephen Cooper
1027,1027,2612,Which political territory has its government headed by Ferran Armengol Tauran ?,Argentona,13965,Which person has Infobip as chief executive ?,Silvio Kutic
1028,1028,199,Who works for Milan ?,Carolina Orsini,29228,Which organization has Lila Tretikov as CEO ?,Wikimedia Foundation
1029,1029,671,Who is the employer of Otto Herding ?,University of Tübingen,44462,Who is the chief executive of Berkshire Hathaway ?,Warren Buffett
1030,1030,1028,Which nonprofit organization is the workplace of Juan José Linz ?,Yale University,1952,Who illustrated The Voyages of Doctor Dolittle ?,Hugh Lofting
1031,1031,2865,Which building employs Michel Tardieu ?,Collège de France,4546,Which book had an illustration done by Margrethe II of Denmark ?,Cantabile
1032,1032,3323,Which person has United States of America as its employer ?,Barbara Walters,9237,Which collectable was illustrated by Tony DiTerlizzi ?,The Search for WondLa
1033,1033,3425,Which educational institution does Mats Lidström work for ?,Royal Academy of Music,21303,Which person did the illustration of The Cricket in Times Square ?,Garth Williams
1034,1034,3731,Which architectural structure employs Johann Dominicus Fiorillo ?,University of Göttingen,35297,Which person illustrated Nanobook ?,Milan Cais
1035,1035,3764,Who works for Canada national soccer team ?,Tony Taylor,19342,Which railway station is next to Balma – Gramont ?,Argoulets
1036,1036,5065,Which person is working for Ecole Spéciale Militaire de Saint-Cyr ?,Ferdinand Wachsmuth,13272,Which state has its area overlapping with France ?,Kingdom of France
1037,1037,6324,Which university employs Daniel Polz ?,"University of California, Los Angeles",16462,Which state has some of its area coinciding with France ?,Kingdom of France
1038,1038,8407,Which museum employs Phyllis Lambert ?,Canadian Centre for Architecture,37499,Which state has an overlap with France ?,Kingdom of France
1039,1039,8967,Which nonprofit organization employs Harold Urey ?,University of Chicago,14031,Which river or lake flows into Randow ?,Schillerbach
1040,1040,13280,Which facility employs Alan Astbury ?,Rutherford Appleton Laboratory,18176,What is the tributary Bieber ?,Schwarzbach (Bieber)
1041,1041,19591,Which magazine employs Joe Shuster ?,Spirou,2233,What does Paul live like ?,mystic
1042,1042,26748,Which authority organ employs Colin Low ?,National Film Board of Canada,4065,What is the lifestyle of Paul ?,mystic
1043,1043,31350,Which government agency employs Ricki Tarr ?,Secret Intelligence Service,29719,What best describes hair of Małgosia Bela ?,brown hair
1044,1044,38963,Which person works for Bradford Park Avenue A.F.C. ?,Tom Maley,2164,Which armament is used by T46 ?,Machinegun m/36
1045,1045,52812,Which newspaper employs François Foucart ?,Le Figaro,12862,What is used as arms by HMS Altair ?,Bofors 40 mm
1046,1046,54653,Which magazine genre employs Frances Spalding ?,The Burlington Magazine,11209,Which drug does simvastatin have a significant interaction with ?,warfarin
1047,1047,54667,Which business enterprise employs Mariko Ōe ?,TV Tokyo,12846,Which ship type is HMS Decoy designed with ?,D-class destroyer
1048,1048,63003,Which nonprofit organization does Benjamin W. Lee work for ?,University of Chicago,16291,Which ship type does the vessel class of HMS Invincible belong to ?,Invincible-class aircraft carrier
1049,1049,13,Which city is known as the capital of Brazil ?,Brasília,37983,Which ship type represents the vessel classification of MS Azura ?,Grand-class cruise ship
1050,1050,243,Which administrative territory has Moscow as its capital ?,Russia,41154,Which ship type has Tegetthoff class battleship as vessel class ?,SMS Viribus Unitis
1051,1051,738,Which french administrative division is La Bassée the capital of ?,canton of La Bassée,9395,Which ship type is used to power USS Ulysses S. Grant ?,nuclear marine propulsion
1052,1052,3173,Which administrative territory is associated to Austria as the capital ?,Vienna,12056,What is the source of power of Hudson V ?,R-1830-S3C4-G Twin Wasp
1053,1053,16,Which sport discipline did Etimoni Timuani compete in ?,Athletics at the 2016 Summer Olympics,46403,What powers MS Azura ?,diesel engine
1054,1054,220,Which recurring sporting event did Shuko Aoyama take part in ?,2014 Asian Games,5210,What is the name of person which donates Self-Portrait with Monkey ?,A. Conger Goodyear
1055,1055,336,Which award did Stefanie Sargnagel participate in ?,Ingeborg Bachmann Award 2016,8684,Who made a donation for Paesaggio Con Totem ?,Heller Foundation
1056,1056,2480,Who took part in Crimean War ?,Charles Bocher,8724,Who donates Raja Surendra Vikram Shah at the age of 15 with his prime minister ?,Edwin Binney
1057,1057,12876,Who participated in Don Carlos ?,Irmgard Schati,12837,What does Donald Trump give as an aid ?,Donald J. Trump State Park
