answer,answer_sentence,question,question_entity_label,question_id,question_relation
Rose of the Rancho,"""rose of the rancho"" is a popular silent film.",What is a popular silent film,silent film,80396,R136
The Twilight Saga: Breaking Dawn – Part 2,the twilight saga: breaking dawn – part 2 is a popular teen film.,Name a popular teen film,teen film,80398,R136
Billy Sheehan,billy sheehan writes music within the hard rock game,what artist writes music within the hard rock genre?,hard rock,80403,R136
Sean Combs,sean combs is a musician that has hip hop music.,what musician has hip hop music,hip hop music,80405,R136
Tales of Symphonia,tales of symphonia is a role-playing video game.,what game is a role-playing video game?,role-playing video game,80407,R136
Making Maya,a us drama film is called making maya,what is a US drama film called,drama film,80408,R136
Gojira,gojira is an experimental metal artist.,who is an experimental metal artist ,avant-garde metal,80413,R136
Reptar,reptar is an alternative rock artist.,Name an alternative rock artist.,alternative rock,80414,R136
Fullblast,fullblast is a progressive metal album by kiko loureiro.,What's a progressive metal album by kiko loureiro,progressive metal,80415,R136
The Romance of the Forest,the romance of the forest is a drama romance.,What is a novel in the literary drama romance?,romance novel,80416,R136
Il cavaliere misterioso,ii cavaliere misterioso is an italian adventure film.,What's an italian adventure film?,adventure film,80417,R136
That Don't Make Me a Bad Guy,that don't make me a bad guy is a country album.,Name a country album,country music,80418,R136
R.I.P.,"the album ""r.i.p."" by the band coroner is of the thrash metal genre.",what album by coroner is thrash metal,thrash metal,80427,R136
Alpha Dog,alpha dog is a 2006 american crime drama film.,what is a 2006 American crime drama film,drama film,80428,R136
Gangs of New York,gangs of new york  is a crime dramas.,what title is a crime dramas?,crime film,80432,R136
A State of Trance 2007,a state of trance 2007 is a trance music album,what are titles if trance music albums,trance,80433,R136
Skylė,skylė plays rock music.,who plays rock music,rock music,80434,R136
In Her Line of Fire,in her line of fire is an action film.,what is an action film?,action film,80436,R136
The Voyage that Shook the World,the voyage that shook the world is a documentary film.,Name a documentary film.,documentary film,80437,R136
My Life on Ice,"a drama film would be ""my life on ice"".",A drama film would be what?,drama film,80438,R136
The Peel Sessions 1979–1981,the peel sessions 1979–1981 is a name of a post-punk genre album.,whats a name of a post-punk genre album,post-punk,80439,R136
The Old Garden,the old garden is an example of a romance film.,What's a romance film,romance film,80440,R136
I'll Share My World with You,i'll share my world with you is a country album.,what is a country album?,country music,80443,R136
Deb Obarski,deb obarski is a musical artist that performs heavy metal music.,name a musical artist that performs heavy metal music.,heavy metal,80445,R136
We'll Bring the House Down,we'll bring the house down is a hard rock album.,what album is hard rock?,hard rock,80446,R136
Two Wives,an example of a tv melodrama is two wives.,Name a tv melodrama.,melodrama,80449,R136
Blueberry Hill,blueberry hill is a drama on netflix.,what are the names of dramas on netflix,drama film,80451,R136
Team Umizoomi,tam umizzomi was the name of the musical series,Name a musical series,musical film,80452,R136
The Offence,the offence is a drama film,what are drama films?,drama film,80453,R136
Moscow Elegy,moscow elegy is a 1988 documentary film directed by alexander sokurov.,what is a 1988 documentary film directed by Alexander Sokurov,documentary film,80454,R136
The Lost Crown: A Ghost-Hunting Adventure,the lost crown: a ghost-hunting adventure is a game produced by adventure.,which game is produced by adventure,adventure game,80455,R136
Hwyl Nofio,hwyl nofio is an experimental music artist.,whois an experimental music artist,experimental music,80461,R136
Insomnia,chihiro onitsuka's debut j-pop album is insomnia.,what was the name of chihiro onitsuka's debut j-pop album,J-pop,80462,R136
"Danger, Go Slow","the silent film ""danger, go slow"" was released under the comedy genre.",which silent film is released under comedy?,silent film,80463,R136
The Story of Ruth,the story of ruth is a drama film,Name a drama film,drama film,80467,R136
Nause,nause is a prominent figure in house music.,who's a prominent figure in house music,House music,80468,R136
Hjärtats trakt – en samling,hjartats trakt –en samling is a swedish rock music artist.,what is a compilation album from Swedish rock music artist,rock music,80472,R136
Leptirica,"""leptirica"" is a horror movie based off the book ""after ninety years"".",which horror movie was based off the book after nighty years,horror film,80473,R136
Second Class,second class if the documentary directed by marta dauliute,What's a documentary film directed by marta dauliute,documentary film,80475,R136
KC and the Sunshine Band - Greatest Hits,kc and the sunshine band - greatest hits is the disco compilation album for kc and the sunshine band.,What is the disco compilation album for KC and the sunshine band,disco,80479,R136
On the Brink of Paradise,on the brink of paradise was a silent film from 1920,what's a silent film from 1920,silent film,80482,R136
Never Breathe What You Can't See,jello biafra produced the punk album never breathe what you can't see.,which hardcore punk albums were produced by jello biafra?,hardcore punk,80483,R136
Aanai,aanai was released in 2005.,which indian action film is released in 2005?,action film,80485,R136
I Am,i am is a self help documentary film.,what is a self help documentary film ,documentary film,80489,R136
Lil' Monster,lil' monster is an adventure game.,what game is an adventure game?,adventure game,80490,R136
Dream On Silly Dreamer,dream on silly dreamer is a documentary film.,Name a documentary film,documentary film,80491,R136
Unclogged,unclogged is a punk rock album title which is a play on an mtv show.,which  punk rock album title is a play on an MTV show,punk rock,80495,R136
FlatOut: Ultimate Carnage,flatout: ultimate carnage is a racing game made by bugbear entertainment.,What's a racing game made by bugbear entertainment,racing video game,80499,R136
N9ve,n9ve is a popular brazilian music album.,what is a brazilian popular music album,Música Popular Brasileira,80501,R136
Living Eyes,living eyes is punk rick produced by sydney.,what albums is punk rock produced by sydney,punk rock,80506,R136
No Hay Imposibles,no hay imposibles  is a latin pop album,Which album is a latin pop album>,Latin pop,80509,R136
The Belle of Broadway,the belle of broadway is a romance film.,what film is a romance film?,romance film,80514,R136
Waxworks,"some silent films are ""waxworks"".",what are some silent films?,silent film,80519,R136
The Dreams,the dreams is an example of punk rock.,An example of punk rock is what artist?,punk rock,80521,R136
Bruce Carroll,bruce carroll sings gospel music.,who sings gospel music,gospel music,80524,R136
Khori Dastoor,khori dastoor is an opera artist.,Name an opera artist,opera,80527,R136
Bomfunk MC's,bomfunk mc's is an artist within the techno genre.,Name an artist within the genre techno.,techno,80530,R136
Poove Unakkaga,"a romantic film is ""poove unakkaga"".",what is a romantic film,romance film,80531,R136
Against the Day,against the day is a historical novel by thomas pynchon.,what's a historical novel by thomas pynchon,historical novel,80532,R136
Boku to Kimi no Subete o Rock 'n Roll to Yobe,boku to kimi no subeto o rockn'roll to yobe is a japanese rock music album.,what is a japanese rock music album,rock music,80534,R136
The Tempest,"the tempest, on netflix is a drama/",what is a drama movie on netflix,drama film,80539,R136
"Magic, Inc.","magic, inc. would be a science fiction novel.",What would be a science fiction novel,science fiction,80540,R136
New Rules for Boats,new rules for boats is a five piece band from perth that performs indie pop.,what is a five piece band from Perth that performs indie pop,indie pop,80542,R136
The Duellists,the duelists film by ridley scott a drama,which film by ridley scott is a  drama,drama film,80544,R136
Spinout,spinout is an american movie that has music.,what an American movie has music,musical film,80546,R136
The Beast of Yucca Flats,the beast of yucca flats is a monster movie.,what movie is monster movie,monster film,80547,R136
Isao Tomita,isao tomita is an artist that creates electronic music.,what artist creates electronic music,electronic music,80548,R136
Adventures of Huckleberry Finn,adventures of huckleberry finn is a humour book title.,What is a humour book title?,humor,80549,R136
The Other Woman,the novel other woman is based on the drama the other woman.,The drama The Other Woman is based of which novel?,drama film,80551,R136
Celeste Buckingham,celeste buckingham is a female singer that performs pop music.,Who's a female singer that performs pop music,pop music,80553,R136
